"","X1","CRN","Time","Days","SEC","Seats","Course Location","course_name"
"275",275,31441,"5:10 - 6:00 PM","T","A04",0,"ANS 123REMOTE TBA","ANS 123"
"276",276,31442,"9:00 - 9:50 AM","MWF","A05",0,"ANS 123REMOTE TBA","ANS 123"
"277",277,31442,"11:00 - 11:50 AM","W","A05",0,"ANS 123REMOTE TBA","ANS 123"
"278",278,31443,"9:00 - 9:50 AM","MWF","A06",0,"ANS 123REMOTE TBA","ANS 123"
"279",279,31443,"5:10 - 6:00 PM","W","A06",0,"ANS 123REMOTE TBA","ANS 123"
"280",280,31444,"9:00 - 9:50 AM","MWF","A07",0,"ANS 123REMOTE TBA","ANS 123"
"281",281,31444,"10:00 - 10:50 AM","R","A07",0,"ANS 123REMOTE TBA","ANS 123"
"282",282,31445,"11:00 - 11:50 AM","F","A08",0,"ANS 123REMOTE TBA","ANS 123"
"283",283,31445,"9:00 - 9:50 AM","MWF","A08",0,"ANS 123REMOTE TBA","ANS 123"
"284",284,31446,"5:10 - 6:00 PM","M","A09",0,"ANS 123REMOTE TBA","ANS 123"
"285",285,31446,"9:00 - 9:50 AM","MWF","A09",0,"ANS 123REMOTE TBA","ANS 123"
"286",286,31447,"1:10 - 2:00 PM","F","A10",0,"ANS 123REMOTE TBA","ANS 123"
"287",287,31447,"9:00 - 9:50 AM","MWF","A10",0,"ANS 123REMOTE TBA","ANS 123"
"288",288,31448,"8:00 - 8:50 AM","T","A11",0,"ANS 123REMOTE TBA","ANS 123"
"289",289,31448,"9:00 - 9:50 AM","MWF","A11",0,"ANS 123REMOTE TBA","ANS 123"
"290",290,31449,"9:00 - 9:50 AM","MWF","A12",2,"ANS 123REMOTE TBA","ANS 123"
"291",291,31449,"6:10 - 7:00 PM","W","A12",2,"ANS 123REMOTE TBA","ANS 123"
"292",292,31452,"10:30 - 11:50 AM","TR","001",7,"ANS 127REMOTE TBA","ANS 127"
"293",293,31453,"10:00 - 12:50 PM","T","001",0,"ANS 130REMOTE TBA","ANS 130"
"294",294,31453,"9:00 - 11:50 AM","R","001",0,"ANS 130REMOTE TBA","ANS 130"
"295",295,31453,"9:00 - 9:50 AM","T","001",0,"ANS 130REMOTE TBA","ANS 130"
"296",296,62882,"TBA",NA,"001",0,"ANS 134TBA","ANS 134"
"297",297,62882,"2:10 - 5:00 PM","R","001",0,"ANS 134REMOTE TBA","ANS 134"
"298",298,62882,"10:00 - 10:50 AM","W","001",0,"ANS 134REMOTE TBA","ANS 134"
"299",299,31454,"2:10 - 5:00 PM","R","001",0,"ANS 137REMOTE TBA","ANS 137"
"300",300,31454,"2:10 - 5:00 PM","T","001",0,"ANS 137REMOTE TBA","ANS 137"
"301",301,31454,"10:00 - 10:50 AM","M","001",0,"ANS 137REMOTE TBA","ANS 137"
"302",302,31455,"1:10 - 3:00 PM","MW","001",26,"ANS 141REMOTE TBA","ANS 141"
"303",303,31457,"12:10 - 4:00 PM","W","001",18,"ANS 146REMOTE TBA","ANS 146"
"304",304,31457,"8:00 - 8:50 AM","MWF","001",18,"ANS 146REMOTE TBA","ANS 146"
"305",305,31458,"10:00 - 11:50 AM","TR","001",6,"ANS 148REMOTE TBA","ANS 148"
"306",306,31459,"9:00 - 10:20 AM","TR","A01",13,"ANS 150REMOTE TBA","ANS 150"
"307",307,31459,"12:10 - 1:00 PM","W","A01",13,"ANS 150REMOTE TBA","ANS 150"
"308",308,31460,"9:00 - 10:20 AM","TR","A02",2,"ANS 150REMOTE TBA","ANS 150"
"309",309,31460,"1:10 - 2:00 PM","W","A02",2,"ANS 150REMOTE TBA","ANS 150"
"310",310,62362,"1:10 - 2:00 PM","R","A03",0,"ANS 150REMOTE TBA","ANS 150"
"311",311,62362,"9:00 - 10:20 AM","TR","A03",0,"ANS 150REMOTE TBA","ANS 150"
"312",312,31462,"3:10 - 4:00 PM","MWF","A01",0,"ANS 170REMOTE TBA","ANS 170"
"313",313,31462,"4:10 - 5:00 PM","M","A01",0,"ANS 170REMOTE TBA","ANS 170"
"314",314,31463,"9:00 - 9:50 AM","R","A02",0,"ANS 170REMOTE TBA","ANS 170"
"315",315,31463,"3:10 - 4:00 PM","MWF","A02",0,"ANS 170REMOTE TBA","ANS 170"
"316",316,31464,"3:10 - 4:00 PM","MWF","A03",0,"ANS 170REMOTE TBA","ANS 170"
"317",317,31464,"4:10 - 5:00 PM","W","A03",0,"ANS 170REMOTE TBA","ANS 170"
"318",318,31465,"3:10 - 4:00 PM","MWF","A04",0,"ANS 170REMOTE TBA","ANS 170"
"319",319,31465,"4:10 - 5:00 PM","W","A04",0,"ANS 170REMOTE TBA","ANS 170"
"320",320,31466,"3:10 - 4:00 PM","MWF","A05",0,"ANS 170REMOTE TBA","ANS 170"
"321",321,31466,"4:10 - 5:00 PM","M","A05",0,"ANS 170REMOTE TBA","ANS 170"
"322",322,31467,"3:10 - 4:00 PM","MWF","A06",0,"ANS 170REMOTE TBA","ANS 170"
"323",323,31467,"4:10 - 5:00 PM","W","A06",0,"ANS 170REMOTE TBA","ANS 170"
"324",324,31468,"11:00 - 11:50 AM","R","A07",0,"ANS 170REMOTE TBA","ANS 170"
"325",325,31468,"3:10 - 4:00 PM","MWF","A07",0,"ANS 170REMOTE TBA","ANS 170"
"326",326,31992,"4:40 - 6:00 PM","TR","A01",0,"ANT 001REMOTE TBA","ANT 001"
"327",327,31992,"8:00 - 8:50 AM","W","A01",0,"ANT 001REMOTE TBA","ANT 001"
"328",328,31993,"4:40 - 6:00 PM","TR","A02",0,"ANT 001REMOTE TBA","ANT 001"
"329",329,31993,"9:00 - 9:50 AM","W","A02",0,"ANT 001REMOTE TBA","ANT 001"
"330",330,31994,"10:00 - 10:50 AM","W","A03",0,"ANT 001REMOTE TBA","ANT 001"
"331",331,31994,"4:40 - 6:00 PM","TR","A03",0,"ANT 001REMOTE TBA","ANT 001"
"332",332,31995,"4:40 - 6:00 PM","TR","A04",0,"ANT 001REMOTE TBA","ANT 001"
"333",333,31995,"11:00 - 11:50 AM","W","A04",0,"ANT 001REMOTE TBA","ANT 001"
"334",334,31996,"4:40 - 6:00 PM","TR","A05",0,"ANT 001REMOTE TBA","ANT 001"
"335",335,31996,"12:10 - 1:00 PM","W","A05",0,"ANT 001REMOTE TBA","ANT 001"
"336",336,31997,"4:40 - 6:00 PM","TR","A06",0,"ANT 001REMOTE TBA","ANT 001"
"337",337,31997,"1:10 - 2:00 PM","W","A06",0,"ANT 001REMOTE TBA","ANT 001"
"338",338,31998,"4:40 - 6:00 PM","TR","A07",0,"ANT 001REMOTE TBA","ANT 001"
"339",339,31998,"2:10 - 3:00 PM","W","A07",0,"ANT 001REMOTE TBA","ANT 001"
"340",340,31999,"3:10 - 4:00 PM","W","A08",1,"ANT 001REMOTE TBA","ANT 001"
"341",341,31999,"4:40 - 6:00 PM","TR","A08",1,"ANT 001REMOTE TBA","ANT 001"
"342",342,32000,"4:10 - 5:00 PM","W","A09",0,"ANT 001REMOTE TBA","ANT 001"
"343",343,32000,"4:40 - 6:00 PM","TR","A09",0,"ANT 001REMOTE TBA","ANT 001"
"344",344,32001,"4:40 - 6:00 PM","TR","A10",12,"ANT 001REMOTE TBA","ANT 001"
"345",345,32001,"5:10 - 6:00 PM","W","A10",12,"ANT 001REMOTE TBA","ANT 001"
"346",346,32002,"4:40 - 6:00 PM","TR","A11",2,"ANT 001REMOTE TBA","ANT 001"
"347",347,32002,"6:10 - 7:00 PM","W","A11",2,"ANT 001REMOTE TBA","ANT 001"
"348",348,32003,"10:30 - 11:50 AM","TR","A01",0,"ANT 002REMOTE TBA","ANT 002"
"349",349,32003,"3:10 - 4:00 PM","M","A01",0,"ANT 002REMOTE TBA","ANT 002"
"350",350,32004,"10:30 - 11:50 AM","TR","A02",0,"ANT 002REMOTE TBA","ANT 002"
"351",351,32004,"4:10 - 5:00 PM","M","A02",0,"ANT 002REMOTE TBA","ANT 002"
"352",352,32005,"10:30 - 11:50 AM","TR","A03",0,"ANT 002REMOTE TBA","ANT 002"
"353",353,32005,"5:10 - 6:00 PM","M","A03",0,"ANT 002REMOTE TBA","ANT 002"
"354",354,32006,"10:30 - 11:50 AM","TR","A04",0,"ANT 002REMOTE TBA","ANT 002"
"355",355,32006,"6:10 - 7:00 PM","M","A04",0,"ANT 002REMOTE TBA","ANT 002"
"356",356,32007,"3:10 - 4:00 PM","R","A05",0,"ANT 002REMOTE TBA","ANT 002"
"357",357,32007,"10:30 - 11:50 AM","TR","A05",0,"ANT 002REMOTE TBA","ANT 002"
"358",358,32008,"10:30 - 11:50 AM","TR","A06",0,"ANT 002REMOTE TBA","ANT 002"
"359",359,32008,"4:10 - 5:00 PM","R","A06",0,"ANT 002REMOTE TBA","ANT 002"
"360",360,32009,"10:30 - 11:50 AM","TR","A07",0,"ANT 002REMOTE TBA","ANT 002"
"361",361,32009,"12:10 - 1:00 PM","F","A07",0,"ANT 002REMOTE TBA","ANT 002"
"362",362,32010,"10:30 - 11:50 AM","TR","A08",0,"ANT 002REMOTE TBA","ANT 002"
"363",363,32010,"6:10 - 7:00 PM","T","A08",0,"ANT 002REMOTE TBA","ANT 002"
"364",364,32011,"10:30 - 11:50 AM","TR","A09",0,"ANT 002REMOTE TBA","ANT 002"
"365",365,32011,"4:10 - 5:00 PM","W","A09",0,"ANT 002REMOTE TBA","ANT 002"
"366",366,32012,"10:30 - 11:50 AM","TR","A10",0,"ANT 002REMOTE TBA","ANT 002"
"367",367,32012,"4:10 - 5:00 PM","W","A10",0,"ANT 002REMOTE TBA","ANT 002"
"368",368,32013,"10:30 - 11:50 AM","TR","A11",0,"ANT 002REMOTE TBA","ANT 002"
"369",369,32013,"5:10 - 6:00 PM","W","A11",0,"ANT 002REMOTE TBA","ANT 002"
"370",370,32014,"10:30 - 11:50 AM","TR","A12",0,"ANT 002REMOTE TBA","ANT 002"
"371",371,32014,"6:10 - 7:00 PM","W","A12",0,"ANT 002REMOTE TBA","ANT 002"
"372",372,32015,"8:00 - 8:50 AM","R","A13",0,"ANT 002REMOTE TBA","ANT 002"
"373",373,32015,"10:30 - 11:50 AM","TR","A13",0,"ANT 002REMOTE TBA","ANT 002"
"374",374,32016,"10:30 - 11:50 AM","TR","A14",0,"ANT 002REMOTE TBA","ANT 002"
"375",375,32016,"7:10 - 8:00 PM","T","A14",0,"ANT 002REMOTE TBA","ANT 002"
"376",376,32017,"9:00 - 9:50 AM","F","A15",0,"ANT 002REMOTE TBA","ANT 002"
"377",377,32017,"10:30 - 11:50 AM","TR","A15",0,"ANT 002REMOTE TBA","ANT 002"
"378",378,32018,"10:30 - 11:50 AM","TR","A16",0,"ANT 002REMOTE TBA","ANT 002"
"379",379,32018,"2:10 - 3:00 PM","F","A16",0,"ANT 002REMOTE TBA","ANT 002"
"380",380,32019,"10:30 - 11:50 AM","TR","A17",0,"ANT 002REMOTE TBA","ANT 002"
"381",381,32019,"4:10 - 5:00 PM","F","A17",0,"ANT 002REMOTE TBA","ANT 002"
"382",382,32020,"10:30 - 11:50 AM","TR","A18",0,"ANT 002REMOTE TBA","ANT 002"
"383",383,32020,"6:10 - 7:00 PM","R","A18",0,"ANT 002REMOTE TBA","ANT 002"
"384",384,32021,"8:00 - 8:50 AM","F","A19",0,"ANT 002REMOTE TBA","ANT 002"
"385",385,32021,"10:30 - 11:50 AM","TR","A19",0,"ANT 002REMOTE TBA","ANT 002"
"386",386,32022,"9:00 - 9:50 AM","F","A20",0,"ANT 002REMOTE TBA","ANT 002"
"387",387,32022,"10:30 - 11:50 AM","TR","A20",0,"ANT 002REMOTE TBA","ANT 002"
"388",388,32023,"10:30 - 11:50 AM","TR","A21",0,"ANT 002REMOTE TBA","ANT 002"
"389",389,32023,"3:10 - 4:00 PM","F","A21",0,"ANT 002REMOTE TBA","ANT 002"
"390",390,32024,"10:30 - 11:50 AM","TR","A22",0,"ANT 002REMOTE TBA","ANT 002"
"391",391,32024,"11:00 - 11:50 AM","F","A22",0,"ANT 002REMOTE TBA","ANT 002"
"392",392,32025,"10:30 - 11:50 AM","TR","A23",0,"ANT 002REMOTE TBA","ANT 002"
"393",393,32025,"6:10 - 7:00 PM","W","A23",0,"ANT 002REMOTE TBA","ANT 002"
"394",394,32026,"10:30 - 11:50 AM","TR","A24",0,"ANT 002REMOTE TBA","ANT 002"
"395",395,32026,"7:10 - 8:00 PM","W","A24",0,"ANT 002REMOTE TBA","ANT 002"
"396",396,32027,"9:00 - 9:50 AM","W","A25",0,"ANT 002REMOTE TBA","ANT 002"
"397",397,32027,"10:30 - 11:50 AM","TR","A25",0,"ANT 002REMOTE TBA","ANT 002"
"398",398,32028,"10:30 - 11:50 AM","TR","A26",0,"ANT 002REMOTE TBA","ANT 002"
"399",399,32028,"5:10 - 6:00 PM","T","A26",0,"ANT 002REMOTE TBA","ANT 002"
"400",400,32029,"8:00 - 8:50 AM","T","A27",0,"ANT 002REMOTE TBA","ANT 002"
"401",401,32029,"10:30 - 11:50 AM","TR","A27",0,"ANT 002REMOTE TBA","ANT 002"
"402",402,32030,"10:30 - 11:50 AM","TR","A28",0,"ANT 002REMOTE TBA","ANT 002"
"403",403,32030,"11:00 - 11:50 AM","F","A28",0,"ANT 002REMOTE TBA","ANT 002"
"404",404,32031,"10:00 - 10:50 AM","F","A29",0,"ANT 002REMOTE TBA","ANT 002"
"405",405,32031,"10:30 - 11:50 AM","TR","A29",0,"ANT 002REMOTE TBA","ANT 002"
"406",406,62506,"8:00 - 9:20 AM","MW","001",0,"ANT 002REMOTE TBA","ANT 002"
"407",407,62506,"9:30 - 9:50 AM","MW","001",0,"ANT 002REMOTE TBA","ANT 002"
"408",408,62560,"2:10 - 3:00 PM","MW","001",0,"ANT 029REMOTE TBA","ANT 029"
"409",409,32034,"5:10 - 6:00 PM","R","A01",0,"ANT 030REMOTE TBA","ANT 030"
"410",410,32034,"3:10 - 4:30 PM","TR","A01",0,"ANT 030REMOTE TBA","ANT 030"
"411",411,32035,"3:10 - 4:30 PM","TR","A02",0,"ANT 030REMOTE TBA","ANT 030"
"412",412,32035,"6:10 - 7:00 PM","R","A02",0,"ANT 030REMOTE TBA","ANT 030"
"413",413,32036,"10:00 - 10:50 AM","F","A03",0,"ANT 030REMOTE TBA","ANT 030"
"414",414,32036,"3:10 - 4:30 PM","TR","A03",0,"ANT 030REMOTE TBA","ANT 030"
"415",415,32037,"3:10 - 4:30 PM","TR","A04",0,"ANT 030REMOTE TBA","ANT 030"
"416",416,32037,"11:00 - 11:50 AM","F","A04",0,"ANT 030REMOTE TBA","ANT 030"
"417",417,32038,"1:40 - 3:00 PM","TR","001",18,"ANT 054REMOTE TBA","ANT 054"
"418",418,32100,"2:10 - 3:30 PM","MW","001",0,"ANT 101REMOTE TBA","ANT 101"
"419",419,32100,"3:40 - 4:00 PM","MW","001",0,"ANT 101REMOTE TBA","ANT 101"
"420",420,62564,"10:00 - 11:50 AM","MW","001",0,"ANT 121REMOTE TBA","ANT 121"
"421",421,62561,"5:40 - 6:00 PM","TR","001",0,"ANT 122AREMOTE TBA","ANT 122A"
"422",422,62561,"4:10 - 5:30 PM","TR","001",0,"ANT 122AREMOTE TBA","ANT 122A"
"423",423,62610,"10:30 - 11:50 AM","TR","A01",2,"ANT 126AREMOTE TBA","ANT 126A"
"424",424,62610,"3:10 - 4:00 PM","R","A01",2,"ANT 126AREMOTE TBA","ANT 126A"
"425",425,62611,"10:30 - 11:50 AM","TR","A02",18,"ANT 126AREMOTE TBA","ANT 126A"
"426",426,62611,"4:10 - 5:00 PM","R","A02",18,"ANT 126AREMOTE TBA","ANT 126A"
"427",427,62598,"1:40 - 2:00 PM","TR","001",24,"ANT 127REMOTE TBA","ANT 127"
"428",428,62598,"12:10 - 1:30 PM","TR","001",24,"ANT 127REMOTE TBA","ANT 127"
"429",429,32104,"10:30 - 11:50 AM","TR","A01",11,"ANT 130BNREMOTE TBA","ANT 130BN"
"430",430,32104,"4:10 - 5:00 PM","T","A01",11,"ANT 130BNREMOTE TBA","ANT 130BN"
"431",431,32105,"5:10 - 6:00 PM","T","A02",24,"ANT 130BNREMOTE TBA","ANT 130BN"
"432",432,32105,"10:30 - 11:50 AM","TR","A02",24,"ANT 130BNREMOTE TBA","ANT 130BN"
"433",433,62599,"3:40 - 4:00 PM","TR","001",0,"ANT 133REMOTE TBA","ANT 133"
"434",434,62599,"2:10 - 3:30 PM","TR","001",0,"ANT 133REMOTE TBA","ANT 133"
"435",435,62601,"11:30 - 11:50 AM","TR","001",0,"ANT 134REMOTE TBA","ANT 134"
"436",436,62601,"10:00 - 11:20 AM","TR","001",0,"ANT 134REMOTE TBA","ANT 134"
"437",437,32107,"10:00 - 11:20 AM","MW","001",7,"ANT 135REMOTE TBA","ANT 135"
"438",438,32107,"11:30 - 11:50 AM","MW","001",7,"ANT 135REMOTE TBA","ANT 135"
"439",439,62603,"1:40 - 2:00 PM","MW","001",13,"ANT 136REMOTE TBA","ANT 136"
"440",440,62603,"12:10 - 1:30 PM","MW","001",13,"ANT 136REMOTE TBA","ANT 136"
"441",441,62606,"5:10 - 6:00 PM","T","A01",0,"ANT 139BNREMOTE TBA","ANT 139BN"
"442",442,62606,"1:40 - 3:00 PM","TR","A01",0,"ANT 139BNREMOTE TBA","ANT 139BN"
"443",443,62608,"1:40 - 3:00 PM","TR","A02",0,"ANT 139BNREMOTE TBA","ANT 139BN"
"444",444,62608,"6:10 - 7:00 PM","T","A02",0,"ANT 139BNREMOTE TBA","ANT 139BN"
"445",445,62741,"1:40 - 3:00 PM","MW","001",0,"ANT 147REMOTE TBA","ANT 147"
"446",446,62741,"TBA",NA,"001",0,"ANT 147TBA","ANT 147"
"447",447,32111,"12:10 - 2:00 PM","MW","001",27,"ANT 148AREMOTE TBA","ANT 148A"
"448",448,32112,"TBA",NA,"A01",0,"ANT 151REMASY TBA","ANT 151"
"449",449,32112,"TBA",NA,"A01",0,"ANT 151REMASY TBA","ANT 151"
"450",450,32113,"TBA",NA,"A02",0,"ANT 151REMASY TBA","ANT 151"
"451",451,32113,"TBA",NA,"A02",0,"ANT 151REMASY TBA","ANT 151"
"452",452,32114,"TBA",NA,"A03",0,"ANT 151REMASY TBA","ANT 151"
"453",453,32114,"TBA",NA,"A03",0,"ANT 151REMASY TBA","ANT 151"
"454",454,32115,"3:40 - 4:00 PM","TR","001",5,"ANT 155REMOTE TBA","ANT 155"
"455",455,32115,"2:10 - 3:30 PM","TR","001",5,"ANT 155REMOTE TBA","ANT 155"
"456",456,32117,"10:00 - 11:50 AM","TR","001",14,"ANT 157LREMOTE TBA","ANT 157L"
"457",457,62562,"1:40 - 2:00 PM","MW","001",0,"ANT 174REMOTE TBA","ANT 174"
"458",458,62562,"12:10 - 1:30 PM","MW","001",0,"ANT 174REMOTE TBA","ANT 174"
"459",459,62892,"8:00 - 9:20 AM","TR","001",7,"ANT 175REMOTE TBA","ANT 175"
"460",460,62892,"9:30 - 9:50 AM","TR","001",7,"ANT 175REMOTE TBA","ANT 175"
"461",461,62893,"2:10 - 3:30 PM","MW","001",15,"ANT 178REMOTE TBA","ANT 178"
"462",462,62893,"3:40 - 4:00 PM","MW","001",15,"ANT 178REMOTE TBA","ANT 178"
"463",463,32120,"5:40 - 6:00 PM","TR","001",4,"ANT 181REMOTE TBA","ANT 181"
"464",464,32120,"4:10 - 5:30 PM","TR","001",4,"ANT 181REMOTE TBA","ANT 181"
"465",465,62563,"TBA",NA,"001",6,"ANT 182REMASY TBA","ANT 182"
"466",466,62563,"TBA",NA,"001",6,"ANT 182REMASY TBA","ANT 182"
"467",467,32121,"10:30 - 11:50 AM","TR","001",19,"ANT 191REMOTE TBA","ANT 191"
"468",468,32267,"2:10 - 5:00 PM","R","001",19,"ANT 210REMOTE TBA","ANT 210"
"469",469,63123,"10:00 - 12:50 PM","F","002",7,"ANT 210REMOTE TBA","ANT 210"
"470",470,32268,"10:00 - 12:50 PM","M","001",9,"ANT 216REMOTE TBA","ANT 216"
"471",471,32268,"TBA",NA,"001",9,"ANT 216REMOTE TBA","ANT 216"
"472",472,62828,"12:10 - 3:00 PM","T","001",9,"ANT 252REMOTE TBA","ANT 252"
"473",473,32269,"4:10 - 5:00 PM","M","001",6,"ANT 270REMOTE TBA","ANT 270"
"474",474,32404,"TBA",NA,"001",100,"APC 291TBA","APC 291"
"475",475,32432,"9:00 - 9:50 AM","MTWRF","001",5,"ARB 003REMOTE TBA","ARB 003"
"476",476,32433,"11:00 - 11:50 AM","MTWRF","002",0,"ARB 003REMOTE TBA","ARB 003"
"477",477,32434,"12:10 - 1:00 PM","MTWR","001",9,"ARB 023REMOTE TBA","ARB 023"
"478",478,32435,"10:00 - 10:50 AM","MTWR","001",10,"ARB 023LREMOTE TBA","ARB 023L"
"479",479,32444,"9:00 - 10:20 AM","TR","001",16,"ARB 123REMOTE TBA","ARB 123"
"480",480,32452,"4:10 - 6:00 PM","MW","001",0,"ARE 018REMOTE TBA","ARE 018"
"481",481,32538,"5:10 - 6:00 PM","T","A01",0,"ARE 100AREMOTE TBA","ARE 100A"
"482",482,32538,"8:00 - 8:50 AM","MWF","A01",0,"ARE 100AREMOTE TBA","ARE 100A"
"483",483,32539,"6:10 - 7:00 PM","T","A02",0,"ARE 100AREMOTE TBA","ARE 100A"
"484",484,32539,"8:00 - 8:50 AM","MWF","A02",0,"ARE 100AREMOTE TBA","ARE 100A"
"485",485,32540,"5:10 - 6:00 PM","T","A03",0,"ARE 100AREMOTE TBA","ARE 100A"
"486",486,32540,"8:00 - 8:50 AM","MWF","A03",0,"ARE 100AREMOTE TBA","ARE 100A"
"487",487,32541,"6:10 - 7:00 PM","T","A04",0,"ARE 100AREMOTE TBA","ARE 100A"
"488",488,32541,"8:00 - 8:50 AM","MWF","A04",0,"ARE 100AREMOTE TBA","ARE 100A"
"489",489,32542,"5:10 - 6:00 PM","W","A05",0,"ARE 100AREMOTE TBA","ARE 100A"
"490",490,32542,"8:00 - 8:50 AM","MWF","A05",0,"ARE 100AREMOTE TBA","ARE 100A"
"491",491,32543,"6:10 - 7:00 PM","W","A06",1,"ARE 100AREMOTE TBA","ARE 100A"
"492",492,32543,"8:00 - 8:50 AM","MWF","A06",1,"ARE 100AREMOTE TBA","ARE 100A"
"493",493,32544,"5:10 - 6:00 PM","W","A01",0,"ARE 100BREMOTE TBA","ARE 100B"
"494",494,32544,"6:10 - 7:30 PM","TR","A01",0,"ARE 100BREMOTE TBA","ARE 100B"
"495",495,32545,"6:10 - 7:30 PM","TR","A02",0,"ARE 100BREMOTE TBA","ARE 100B"
"496",496,32545,"6:10 - 7:00 PM","W","A02",0,"ARE 100BREMOTE TBA","ARE 100B"
"497",497,32546,"5:10 - 6:00 PM","W","A03",0,"ARE 100BREMOTE TBA","ARE 100B"
"498",498,32546,"6:10 - 7:30 PM","TR","A03",0,"ARE 100BREMOTE TBA","ARE 100B"
"499",499,32547,"6:10 - 7:30 PM","TR","A04",13,"ARE 100BREMOTE TBA","ARE 100B"
"500",500,32547,"6:10 - 7:00 PM","W","A04",13,"ARE 100BREMOTE TBA","ARE 100B"
"501",501,32549,"6:10 - 7:30 PM","TR","A06",25,"ARE 100BREMOTE TBA","ARE 100B"
"502",502,32549,"7:10 - 8:00 PM","W","A06",25,"ARE 100BREMOTE TBA","ARE 100B"
"503",503,62772,"6:10 - 7:30 PM","TR","A08",19,"ARE 100BREMOTE TBA","ARE 100B"
"504",504,62772,"7:10 - 8:00 PM","W","A08",19,"ARE 100BREMOTE TBA","ARE 100B"
"505",505,32550,"10:30 - 11:50 AM","TR","A01",0,"ARE 106REMOTE TBA","ARE 106"
"506",506,32550,"8:10 - 9:00 PM","T","A01",0,"ARE 106REMOTE TBA","ARE 106"
"507",507,32551,"7:10 - 8:00 PM","T","A02",5,"ARE 106REMOTE TBA","ARE 106"
"508",508,32551,"10:30 - 11:50 AM","TR","A02",5,"ARE 106REMOTE TBA","ARE 106"
"509",509,32552,"10:30 - 11:50 AM","TR","A03",0,"ARE 106REMOTE TBA","ARE 106"
"510",510,32552,"6:10 - 7:00 PM","W","A03",0,"ARE 106REMOTE TBA","ARE 106"
"511",511,32553,"10:30 - 11:50 AM","TR","A04",0,"ARE 106REMOTE TBA","ARE 106"
"512",512,32553,"7:10 - 8:00 PM","W","A04",0,"ARE 106REMOTE TBA","ARE 106"
"513",513,32554,"1:10 - 2:00 PM","MWF","B01",0,"ARE 106REMOTE TBA","ARE 106"
"514",514,32554,"6:10 - 7:00 PM","M","B01",0,"ARE 106REMOTE TBA","ARE 106"
"515",515,32555,"1:10 - 2:00 PM","MWF","B02",0,"ARE 106REMOTE TBA","ARE 106"
"516",516,32555,"7:10 - 8:00 PM","M","B02",0,"ARE 106REMOTE TBA","ARE 106"
"517",517,32556,"1:10 - 2:00 PM","MWF","B03",0,"ARE 106REMOTE TBA","ARE 106"
"518",518,32556,"8:10 - 9:00 PM","T","B03",0,"ARE 106REMOTE TBA","ARE 106"
"519",519,32557,"1:10 - 2:00 PM","MWF","B04",1,"ARE 106REMOTE TBA","ARE 106"
"520",520,32557,"7:10 - 8:00 PM","T","B04",1,"ARE 106REMOTE TBA","ARE 106"
"521",521,32558,"1:10 - 2:00 PM","MWF","B05",0,"ARE 106REMOTE TBA","ARE 106"
"522",522,32558,"5:10 - 6:00 PM","W","B05",0,"ARE 106REMOTE TBA","ARE 106"
"523",523,32559,"1:10 - 2:00 PM","MWF","B06",1,"ARE 106REMOTE TBA","ARE 106"
"524",524,32559,"6:10 - 7:00 PM","W","B06",1,"ARE 106REMOTE TBA","ARE 106"
"525",525,62175,"10:30 - 11:50 AM","TR","A05",0,"ARE 106REMOTE TBA","ARE 106"
"526",526,62175,"5:10 - 6:00 PM","R","A05",0,"ARE 106REMOTE TBA","ARE 106"
"527",527,62176,"10:30 - 11:50 AM","TR","A06",0,"ARE 106REMOTE TBA","ARE 106"
"528",528,62176,"4:10 - 5:00 PM","R","A06",0,"ARE 106REMOTE TBA","ARE 106"
"529",529,32560,"1:40 - 3:00 PM","TR","A01",0,"ARE 107REMOTE TBA","ARE 107"
"530",530,32560,"8:10 - 9:00 PM","T","A01",0,"ARE 107REMOTE TBA","ARE 107"
"531",531,32561,"1:40 - 3:00 PM","TR","A02",0,"ARE 107REMOTE TBA","ARE 107"
"532",532,32561,"7:10 - 8:00 PM","T","A02",0,"ARE 107REMOTE TBA","ARE 107"
"533",533,32562,"1:40 - 3:00 PM","TR","A03",0,"ARE 107REMOTE TBA","ARE 107"
"534",534,32562,"6:10 - 7:00 PM","W","A03",0,"ARE 107REMOTE TBA","ARE 107"
"535",535,32563,"7:10 - 8:00 PM","W","A04",0,"ARE 107REMOTE TBA","ARE 107"
"536",536,32563,"1:40 - 3:00 PM","TR","A04",0,"ARE 107REMOTE TBA","ARE 107"
"537",537,32564,"4:10 - 6:00 PM","MW","001",43,"ARE 112REMOTE TBA","ARE 112"
"538",538,32565,"1:40 - 3:00 PM","TR","A01",0,"ARE 115AREMOTE TBA","ARE 115A"
"539",539,32565,"6:10 - 7:00 PM","T","A01",0,"ARE 115AREMOTE TBA","ARE 115A"
"540",540,32566,"1:40 - 3:00 PM","TR","A02",0,"ARE 115AREMOTE TBA","ARE 115A"
"541",541,32566,"6:10 - 7:00 PM","T","A02",0,"ARE 115AREMOTE TBA","ARE 115A"
"542",542,32567,"1:40 - 3:00 PM","TR","A03",0,"ARE 115AREMOTE TBA","ARE 115A"
"543",543,32567,"7:10 - 8:00 PM","T","A03",0,"ARE 115AREMOTE TBA","ARE 115A"
"544",544,32568,"1:40 - 3:00 PM","TR","A04",0,"ARE 115AREMOTE TBA","ARE 115A"
"545",545,32568,"7:10 - 8:00 PM","T","A04",0,"ARE 115AREMOTE TBA","ARE 115A"
