"","X1","CRN","Time","Days","SEC","Seats","Course Location","course_name"
"5436",5436,55418,"4:40 - 7:00 PM","MW","A07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5437",5437,55419,"7:30 - 8:50 AM","W","A08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5438",5438,55419,"4:40 - 7:00 PM","MW","A08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5439",5439,55420,"7:30 - 8:50 AM","W","A09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5440",5440,55420,"10:30 - 12:50 PM","MW","A09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5441",5441,55421,"7:30 - 8:50 AM","W","B01",0,"PHY 007BREMOTE TBA","PHY 007B"
"5442",5442,55421,"10:30 - 12:50 PM","TR","B01",0,"PHY 007BREMOTE TBA","PHY 007B"
"5443",5443,55422,"7:30 - 8:50 AM","W","B02",2,"PHY 007BREMOTE TBA","PHY 007B"
"5444",5444,55422,"2:10 - 4:30 PM","TF","B02",2,"PHY 007BREMOTE TBA","PHY 007B"
"5445",5445,55423,"7:30 - 8:50 AM","W","B03",0,"PHY 007BREMOTE TBA","PHY 007B"
"5446",5446,55423,"4:40 - 7:00 PM","TR","B03",0,"PHY 007BREMOTE TBA","PHY 007B"
"5447",5447,55424,"7:30 - 8:50 AM","W","B04",0,"PHY 007BREMOTE TBA","PHY 007B"
"5448",5448,55424,"2:10 - 4:30 PM","TR","B04",0,"PHY 007BREMOTE TBA","PHY 007B"
"5449",5449,55425,"7:30 - 8:50 AM","W","B05",0,"PHY 007BREMOTE TBA","PHY 007B"
"5450",5450,55425,"10:30 - 12:50 PM","F","B05",0,"PHY 007BREMOTE TBA","PHY 007B"
"5451",5451,55425,"2:10 - 4:30 PM","W","B05",0,"PHY 007BREMOTE TBA","PHY 007B"
"5452",5452,55426,"7:30 - 8:50 AM","W","B06",0,"PHY 007BREMOTE TBA","PHY 007B"
"5453",5453,55426,"2:10 - 4:30 PM","MR","B06",0,"PHY 007BREMOTE TBA","PHY 007B"
"5454",5454,55427,"7:30 - 8:50 AM","W","B07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5455",5455,55427,"4:40 - 7:00 PM","MW","B07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5456",5456,55428,"7:30 - 8:50 AM","W","B08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5457",5457,55428,"4:40 - 7:00 PM","MW","B08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5458",5458,55429,"7:30 - 8:50 AM","W","B09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5459",5459,55429,"10:30 - 12:50 PM","MW","B09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5460",5460,55430,"7:30 - 8:50 AM","W","C01",0,"PHY 007BREMOTE TBA","PHY 007B"
"5461",5461,55430,"10:30 - 12:50 PM","WF","C01",0,"PHY 007BREMOTE TBA","PHY 007B"
"5462",5462,55431,"7:30 - 8:50 AM","W","C02",0,"PHY 007BREMOTE TBA","PHY 007B"
"5463",5463,55431,"2:10 - 4:30 PM","MW","C02",0,"PHY 007BREMOTE TBA","PHY 007B"
"5464",5464,55432,"7:30 - 8:50 AM","W","C03",0,"PHY 007BREMOTE TBA","PHY 007B"
"5465",5465,55432,"4:40 - 7:00 PM","MW","C03",0,"PHY 007BREMOTE TBA","PHY 007B"
"5466",5466,55433,"7:30 - 8:50 AM","W","C04",0,"PHY 007BREMOTE TBA","PHY 007B"
"5467",5467,55433,"2:10 - 4:30 PM","MW","C04",0,"PHY 007BREMOTE TBA","PHY 007B"
"5468",5468,55434,"7:30 - 8:50 AM","W","C05",10,"PHY 007BREMOTE TBA","PHY 007B"
"5469",5469,55434,"10:30 - 12:50 PM","TR","C05",10,"PHY 007BREMOTE TBA","PHY 007B"
"5470",5470,55435,"7:30 - 8:50 AM","W","C06",0,"PHY 007BREMOTE TBA","PHY 007B"
"5471",5471,55435,"4:40 - 7:00 PM","TR","C06",0,"PHY 007BREMOTE TBA","PHY 007B"
"5472",5472,55436,"7:30 - 8:50 AM","W","C07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5473",5473,55436,"4:40 - 7:00 PM","TR","C07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5474",5474,55437,"7:30 - 8:50 AM","W","C08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5475",5475,55437,"10:30 - 12:50 PM","M","C08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5476",5476,55437,"2:10 - 4:30 PM","F","C08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5477",5477,55438,"7:30 - 8:50 AM","W","C09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5478",5478,55438,"2:10 - 4:30 PM","TR","C09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5479",5479,55439,"7:30 - 8:50 AM","W","D01",1,"PHY 007BREMOTE TBA","PHY 007B"
"5480",5480,55439,"10:30 - 12:50 PM","WF","D01",1,"PHY 007BREMOTE TBA","PHY 007B"
"5481",5481,55440,"7:30 - 8:50 AM","W","D02",0,"PHY 007BREMOTE TBA","PHY 007B"
"5482",5482,55440,"2:10 - 4:30 PM","MW","D02",0,"PHY 007BREMOTE TBA","PHY 007B"
"5483",5483,55441,"7:30 - 8:50 AM","W","D03",0,"PHY 007BREMOTE TBA","PHY 007B"
"5484",5484,55441,"4:40 - 7:00 PM","MW","D03",0,"PHY 007BREMOTE TBA","PHY 007B"
"5485",5485,55442,"2:10 - 4:30 PM","MW","D04",0,"PHY 007BREMOTE TBA","PHY 007B"
"5486",5486,55442,"7:30 - 8:50 AM","W","D04",0,"PHY 007BREMOTE TBA","PHY 007B"
"5487",5487,55443,"7:30 - 8:50 AM","W","D05",9,"PHY 007BREMOTE TBA","PHY 007B"
"5488",5488,55443,"10:30 - 12:50 PM","TR","D05",9,"PHY 007BREMOTE TBA","PHY 007B"
"5489",5489,55444,"7:30 - 8:50 AM","W","D06",0,"PHY 007BREMOTE TBA","PHY 007B"
"5490",5490,55444,"4:40 - 7:00 PM","TR","D06",0,"PHY 007BREMOTE TBA","PHY 007B"
"5491",5491,55445,"7:30 - 8:50 AM","W","D07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5492",5492,55445,"4:40 - 7:00 PM","TR","D07",0,"PHY 007BREMOTE TBA","PHY 007B"
"5493",5493,55446,"7:30 - 8:50 AM","W","D08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5494",5494,55446,"10:30 - 12:50 PM","M","D08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5495",5495,55446,"2:10 - 4:30 PM","F","D08",0,"PHY 007BREMOTE TBA","PHY 007B"
"5496",5496,55447,"7:30 - 8:50 AM","W","D09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5497",5497,55447,"2:10 - 4:30 PM","TR","D09",0,"PHY 007BREMOTE TBA","PHY 007B"
"5498",5498,55448,"7:30 - 8:50 AM","F","A01",0,"PHY 007CREMOTE TBA","PHY 007C"
"5499",5499,55448,"10:30 - 12:50 PM","MR","A01",0,"PHY 007CREMOTE TBA","PHY 007C"
"5500",5500,55449,"7:30 - 8:50 AM","F","A02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5501",5501,55449,"2:10 - 4:30 PM","TR","A02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5502",5502,55450,"7:30 - 8:50 AM","F","A03",0,"PHY 007CREMOTE TBA","PHY 007C"
"5503",5503,55450,"4:40 - 7:00 PM","TR","A03",0,"PHY 007CREMOTE TBA","PHY 007C"
"5504",5504,55451,"7:30 - 8:50 AM","F","A04",0,"PHY 007CREMOTE TBA","PHY 007C"
"5505",5505,55451,"4:40 - 7:00 PM","TR","A04",0,"PHY 007CREMOTE TBA","PHY 007C"
"5506",5506,55452,"7:30 - 8:50 AM","F","A05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5507",5507,55452,"8:00 - 10:20 AM","MW","A05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5508",5508,55453,"7:30 - 8:50 AM","F","A06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5509",5509,55453,"2:10 - 4:30 PM","MW","A06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5510",5510,55454,"7:30 - 8:50 AM","F","A07",0,"PHY 007CREMOTE TBA","PHY 007C"
"5511",5511,55454,"4:40 - 7:00 PM","MW","A07",0,"PHY 007CREMOTE TBA","PHY 007C"
"5512",5512,55455,"7:30 - 8:50 AM","F","A08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5513",5513,55455,"4:40 - 7:00 PM","MW","A08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5514",5514,55456,"7:30 - 8:50 AM","F","A09",1,"PHY 007CREMOTE TBA","PHY 007C"
"5515",5515,55456,"10:30 - 12:50 PM","TF","A09",1,"PHY 007CREMOTE TBA","PHY 007C"
"5516",5516,55457,"7:30 - 8:50 AM","F","A10",0,"PHY 007CREMOTE TBA","PHY 007C"
"5517",5517,55457,"10:30 - 12:50 PM","W","A10",0,"PHY 007CREMOTE TBA","PHY 007C"
"5518",5518,55457,"2:10 - 4:30 PM","F","A10",0,"PHY 007CREMOTE TBA","PHY 007C"
"5519",5519,55458,"7:30 - 8:50 AM","F","B01",0,"PHY 007CREMOTE TBA","PHY 007C"
"5520",5520,55458,"10:30 - 12:50 PM","MR","B01",0,"PHY 007CREMOTE TBA","PHY 007C"
"5521",5521,55459,"7:30 - 8:50 AM","F","B02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5522",5522,55459,"2:10 - 4:30 PM","TR","B02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5523",5523,55460,"7:30 - 8:50 AM","F","B03",0,"PHY 007CREMOTE TBA","PHY 007C"
"5524",5524,55460,"4:40 - 7:00 PM","TR","B03",0,"PHY 007CREMOTE TBA","PHY 007C"
"5525",5525,55461,"7:30 - 8:50 AM","F","B04",0,"PHY 007CREMOTE TBA","PHY 007C"
"5526",5526,55461,"4:40 - 7:00 PM","TR","B04",0,"PHY 007CREMOTE TBA","PHY 007C"
"5527",5527,55462,"7:30 - 8:50 AM","F","B05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5528",5528,55462,"8:00 - 10:20 AM","MW","B05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5529",5529,55463,"7:30 - 8:50 AM","F","B06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5530",5530,55463,"2:10 - 4:30 PM","MW","B06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5531",5531,55464,"7:30 - 8:50 AM","F","B07",0,"PHY 007CREMOTE TBA","PHY 007C"
"5532",5532,55464,"4:40 - 7:00 PM","MW","B07",0,"PHY 007CREMOTE TBA","PHY 007C"
"5533",5533,55465,"7:30 - 8:50 AM","F","B08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5534",5534,55465,"4:40 - 7:00 PM","MW","B08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5535",5535,55466,"7:30 - 8:50 AM","F","B09",2,"PHY 007CREMOTE TBA","PHY 007C"
"5536",5536,55466,"10:30 - 12:50 PM","TF","B09",2,"PHY 007CREMOTE TBA","PHY 007C"
"5537",5537,55467,"7:30 - 8:50 AM","F","B10",0,"PHY 007CREMOTE TBA","PHY 007C"
"5538",5538,55467,"10:30 - 12:50 PM","W","B10",0,"PHY 007CREMOTE TBA","PHY 007C"
"5539",5539,55467,"2:10 - 4:30 PM","F","B10",0,"PHY 007CREMOTE TBA","PHY 007C"
"5540",5540,55468,"7:30 - 8:50 AM","F","C01",1,"PHY 007CREMOTE TBA","PHY 007C"
"5541",5541,55468,"10:30 - 12:50 PM","TF","C01",1,"PHY 007CREMOTE TBA","PHY 007C"
"5542",5542,55469,"7:30 - 8:50 AM","F","C02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5543",5543,55469,"8:00 - 10:20 AM","MW","C02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5544",5544,55470,"7:30 - 8:50 AM","F","C03",1,"PHY 007CREMOTE TBA","PHY 007C"
"5545",5545,55470,"10:30 - 12:50 PM","MW","C03",1,"PHY 007CREMOTE TBA","PHY 007C"
"5546",5546,55471,"7:30 - 8:50 AM","F","C04",0,"PHY 007CREMOTE TBA","PHY 007C"
"5547",5547,55471,"4:40 - 7:00 PM","MW","C04",0,"PHY 007CREMOTE TBA","PHY 007C"
"5548",5548,55472,"7:30 - 8:50 AM","F","C05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5549",5549,55472,"2:10 - 4:30 PM","MW","C05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5550",5550,55473,"7:30 - 8:50 AM","F","C06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5551",5551,55473,"2:10 - 4:30 PM","TR","C06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5552",5552,55474,"7:30 - 8:50 AM","F","C07",14,"PHY 007CREMOTE TBA","PHY 007C"
"5553",5553,55474,"4:40 - 7:00 PM","TR","C07",14,"PHY 007CREMOTE TBA","PHY 007C"
"5554",5554,55475,"7:30 - 8:50 AM","F","C08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5555",5555,55475,"2:10 - 4:30 PM","TR","C08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5556",5556,55476,"7:30 - 8:50 AM","F","C09",0,"PHY 007CREMOTE TBA","PHY 007C"
"5557",5557,55476,"2:10 - 4:30 PM","WF","C09",0,"PHY 007CREMOTE TBA","PHY 007C"
"5558",5558,55477,"7:30 - 8:50 AM","F","D01",0,"PHY 007CREMOTE TBA","PHY 007C"
"5559",5559,55477,"10:30 - 12:50 PM","TF","D01",0,"PHY 007CREMOTE TBA","PHY 007C"
"5560",5560,55478,"7:30 - 8:50 AM","F","D02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5561",5561,55478,"8:00 - 10:20 AM","MW","D02",0,"PHY 007CREMOTE TBA","PHY 007C"
"5562",5562,55479,"7:30 - 8:50 AM","F","D03",0,"PHY 007CREMOTE TBA","PHY 007C"
"5563",5563,55479,"10:30 - 12:50 PM","MW","D03",0,"PHY 007CREMOTE TBA","PHY 007C"
"5564",5564,55480,"7:30 - 8:50 AM","F","D04",1,"PHY 007CREMOTE TBA","PHY 007C"
"5565",5565,55480,"4:40 - 7:00 PM","MW","D04",1,"PHY 007CREMOTE TBA","PHY 007C"
"5566",5566,55481,"7:30 - 8:50 AM","F","D05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5567",5567,55481,"2:10 - 4:30 PM","MW","D05",0,"PHY 007CREMOTE TBA","PHY 007C"
"5568",5568,55482,"7:30 - 8:50 AM","F","D06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5569",5569,55482,"2:10 - 4:30 PM","TR","D06",0,"PHY 007CREMOTE TBA","PHY 007C"
"5570",5570,55483,"7:30 - 8:50 AM","F","D07",9,"PHY 007CREMOTE TBA","PHY 007C"
"5571",5571,55483,"4:40 - 7:00 PM","TR","D07",9,"PHY 007CREMOTE TBA","PHY 007C"
"5572",5572,55484,"7:30 - 8:50 AM","F","D08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5573",5573,55484,"2:10 - 4:30 PM","TR","D08",0,"PHY 007CREMOTE TBA","PHY 007C"
"5574",5574,55485,"7:30 - 8:50 AM","F","D09",1,"PHY 007CREMOTE TBA","PHY 007C"
"5575",5575,55485,"2:10 - 4:30 PM","WF","D09",1,"PHY 007CREMOTE TBA","PHY 007C"
"5576",5576,55486,"1:10 - 2:00 PM","MWF","A01",0,"PHY 009AREMOTE TBA","PHY 009A"
"5577",5577,55486,"4:10 - 5:00 PM","M","A01",0,"PHY 009AREMOTE TBA","PHY 009A"
"5578",5578,55486,"TBA",NA,"A01",0,"PHY 009AREMASY TBA","PHY 009A"
"5579",5579,55487,"1:10 - 2:00 PM","MWF","A02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5580",5580,55487,"5:10 - 6:00 PM","M","A02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5581",5581,55487,"TBA",NA,"A02",0,"PHY 009AREMASY TBA","PHY 009A"
"5582",5582,55488,"1:10 - 2:00 PM","MWF","A03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5583",5583,55488,"6:10 - 7:00 PM","M","A03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5584",5584,55488,"TBA",NA,"A03",0,"PHY 009AREMASY TBA","PHY 009A"
"5585",5585,55489,"1:10 - 2:00 PM","MWF","A04",1,"PHY 009AREMOTE TBA","PHY 009A"
"5586",5586,55489,"7:10 - 8:00 PM","M","A04",1,"PHY 009AREMOTE TBA","PHY 009A"
"5587",5587,55489,"TBA",NA,"A04",1,"PHY 009AREMASY TBA","PHY 009A"
"5588",5588,55490,"1:10 - 2:00 PM","MWF","A05",0,"PHY 009AREMOTE TBA","PHY 009A"
"5589",5589,55490,"4:10 - 5:00 PM","T","A05",0,"PHY 009AREMOTE TBA","PHY 009A"
"5590",5590,55490,"TBA",NA,"A05",0,"PHY 009AREMASY TBA","PHY 009A"
"5591",5591,55491,"1:10 - 2:00 PM","MWF","A06",0,"PHY 009AREMOTE TBA","PHY 009A"
"5592",5592,55491,"5:10 - 6:00 PM","T","A06",0,"PHY 009AREMOTE TBA","PHY 009A"
"5593",5593,55491,"TBA",NA,"A06",0,"PHY 009AREMASY TBA","PHY 009A"
"5594",5594,55492,"1:10 - 2:00 PM","MWF","A07",0,"PHY 009AREMOTE TBA","PHY 009A"
"5595",5595,55492,"6:10 - 7:00 PM","T","A07",0,"PHY 009AREMOTE TBA","PHY 009A"
"5596",5596,55492,"TBA",NA,"A07",0,"PHY 009AREMASY TBA","PHY 009A"
"5597",5597,55493,"10:30 - 11:50 AM","TR","B01",0,"PHY 009AREMOTE TBA","PHY 009A"
"5598",5598,55493,"2:10 - 3:00 PM","T","B01",0,"PHY 009AREMOTE TBA","PHY 009A"
"5599",5599,55493,"TBA",NA,"B01",0,"PHY 009AREMASY TBA","PHY 009A"
"5600",5600,55494,"10:30 - 11:50 AM","TR","B02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5601",5601,55494,"3:10 - 4:00 PM","T","B02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5602",5602,55494,"TBA",NA,"B02",0,"PHY 009AREMASY TBA","PHY 009A"
"5603",5603,55495,"10:30 - 11:50 AM","TR","B03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5604",5604,55495,"4:10 - 5:00 PM","T","B03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5605",5605,55495,"TBA",NA,"B03",0,"PHY 009AREMASY TBA","PHY 009A"
"5606",5606,55496,"10:30 - 11:50 AM","TR","B04",0,"PHY 009AREMOTE TBA","PHY 009A"
"5607",5607,55496,"5:10 - 6:00 PM","T","B04",0,"PHY 009AREMOTE TBA","PHY 009A"
"5608",5608,55496,"TBA",NA,"B04",0,"PHY 009AREMASY TBA","PHY 009A"
"5609",5609,55497,"10:30 - 11:50 AM","TR","B05",0,"PHY 009AREMOTE TBA","PHY 009A"
"5610",5610,55497,"5:10 - 6:00 PM","W","B05",0,"PHY 009AREMOTE TBA","PHY 009A"
"5611",5611,55497,"TBA",NA,"B05",0,"PHY 009AREMASY TBA","PHY 009A"
"5612",5612,55498,"10:30 - 11:50 AM","TR","B06",0,"PHY 009AREMOTE TBA","PHY 009A"
"5613",5613,55498,"6:10 - 7:00 PM","W","B06",0,"PHY 009AREMOTE TBA","PHY 009A"
"5614",5614,55498,"TBA",NA,"B06",0,"PHY 009AREMASY TBA","PHY 009A"
"5615",5615,55499,"10:30 - 11:50 AM","TR","B07",0,"PHY 009AREMOTE TBA","PHY 009A"
"5616",5616,55499,"8:10 - 9:00 PM","W","B07",0,"PHY 009AREMOTE TBA","PHY 009A"
"5617",5617,55499,"TBA",NA,"B07",0,"PHY 009AREMASY TBA","PHY 009A"
"5618",5618,55500,"10:30 - 11:50 AM","TR","C01",0,"PHY 009AREMOTE TBA","PHY 009A"
"5619",5619,55500,"2:10 - 3:00 PM","T","C01",0,"PHY 009AREMOTE TBA","PHY 009A"
"5620",5620,55500,"TBA",NA,"C01",0,"PHY 009AREMASY TBA","PHY 009A"
"5621",5621,55501,"10:30 - 11:50 AM","TR","C02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5622",5622,55501,"3:10 - 4:00 PM","T","C02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5623",5623,55501,"TBA",NA,"C02",0,"PHY 009AREMASY TBA","PHY 009A"
"5624",5624,55502,"10:30 - 11:50 AM","TR","C03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5625",5625,55502,"4:10 - 5:00 PM","T","C03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5626",5626,55502,"TBA",NA,"C03",0,"PHY 009AREMASY TBA","PHY 009A"
"5627",5627,55503,"10:30 - 11:50 AM","TR","C04",0,"PHY 009AREMOTE TBA","PHY 009A"
"5628",5628,55503,"5:10 - 6:00 PM","T","C04",0,"PHY 009AREMOTE TBA","PHY 009A"
"5629",5629,55503,"TBA",NA,"C04",0,"PHY 009AREMASY TBA","PHY 009A"
"5630",5630,55504,"10:00 - 10:50 AM","W","C05",0,"PHY 009AREMOTE TBA","PHY 009A"
"5631",5631,55504,"10:30 - 11:50 AM","TR","C05",0,"PHY 009AREMOTE TBA","PHY 009A"
"5632",5632,55504,"TBA",NA,"C05",0,"PHY 009AREMASY TBA","PHY 009A"
"5633",5633,55505,"10:30 - 11:50 AM","TR","C06",0,"PHY 009AREMOTE TBA","PHY 009A"
"5634",5634,55505,"2:10 - 3:00 PM","W","C06",0,"PHY 009AREMOTE TBA","PHY 009A"
"5635",5635,55505,"TBA",NA,"C06",0,"PHY 009AREMASY TBA","PHY 009A"
"5636",5636,55506,"10:30 - 11:50 AM","TR","C07",0,"PHY 009AREMOTE TBA","PHY 009A"
"5637",5637,55506,"3:10 - 4:00 PM","W","C07",0,"PHY 009AREMOTE TBA","PHY 009A"
"5638",5638,55506,"TBA",NA,"C07",0,"PHY 009AREMASY TBA","PHY 009A"
"5639",5639,55507,"3:10 - 4:00 PM","W","D01",3,"PHY 009AREMOTE TBA","PHY 009A"
"5640",5640,55507,"TBA",NA,"D01",3,"PHY 009AREMASY TBA","PHY 009A"
"5641",5641,55507,"12:10 - 1:30 PM","TR","D01",3,"PHY 009AREMOTE TBA","PHY 009A"
"5642",5642,55508,"12:10 - 1:30 PM","TR","D02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5643",5643,55508,"4:10 - 5:00 PM","W","D02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5644",5644,55508,"TBA",NA,"D02",0,"PHY 009AREMASY TBA","PHY 009A"
"5645",5645,55509,"12:10 - 1:30 PM","TR","D03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5646",5646,55509,"5:10 - 6:00 PM","W","D03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5647",5647,55509,"TBA",NA,"D03",0,"PHY 009AREMASY TBA","PHY 009A"
"5648",5648,55510,"12:10 - 1:30 PM","TR","D04",16,"PHY 009AREMOTE TBA","PHY 009A"
"5649",5649,55510,"5:10 - 6:00 PM","T","D04",16,"PHY 009AREMOTE TBA","PHY 009A"
"5650",5650,55510,"TBA",NA,"D04",16,"PHY 009AREMASY TBA","PHY 009A"
"5651",5651,55511,"12:10 - 1:30 PM","TR","D05",10,"PHY 009AREMOTE TBA","PHY 009A"
"5652",5652,55511,"6:10 - 7:00 PM","T","D05",10,"PHY 009AREMOTE TBA","PHY 009A"
"5653",5653,55511,"TBA",NA,"D05",10,"PHY 009AREMASY TBA","PHY 009A"
"5654",5654,55512,"12:10 - 1:30 PM","TR","D06",14,"PHY 009AREMOTE TBA","PHY 009A"
"5655",5655,55512,"7:10 - 8:00 PM","T","D06",14,"PHY 009AREMOTE TBA","PHY 009A"
"5656",5656,55512,"TBA",NA,"D06",14,"PHY 009AREMASY TBA","PHY 009A"
"5657",5657,55513,"12:10 - 1:30 PM","TR","D07",20,"PHY 009AREMOTE TBA","PHY 009A"
"5658",5658,55513,"8:10 - 9:00 PM","T","D07",20,"PHY 009AREMOTE TBA","PHY 009A"
"5659",5659,55513,"TBA",NA,"D07",20,"PHY 009AREMASY TBA","PHY 009A"
"5660",5660,55514,"12:10 - 1:30 PM","TR","E01",6,"PHY 009AREMOTE TBA","PHY 009A"
"5661",5661,55514,"4:10 - 5:00 PM","W","E01",6,"PHY 009AREMOTE TBA","PHY 009A"
"5662",5662,55514,"TBA",NA,"E01",6,"PHY 009AREMASY TBA","PHY 009A"
"5663",5663,55515,"12:10 - 1:30 PM","TR","E02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5664",5664,55515,"2:10 - 3:00 PM","W","E02",0,"PHY 009AREMOTE TBA","PHY 009A"
"5665",5665,55515,"TBA",NA,"E02",0,"PHY 009AREMASY TBA","PHY 009A"
"5666",5666,55516,"12:10 - 1:30 PM","TR","E03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5667",5667,55516,"3:10 - 4:00 PM","W","E03",0,"PHY 009AREMOTE TBA","PHY 009A"
"5668",5668,55516,"TBA",NA,"E03",0,"PHY 009AREMASY TBA","PHY 009A"
"5669",5669,55517,"10:00 - 10:50 AM","W","E04",0,"PHY 009AREMOTE TBA","PHY 009A"
"5670",5670,55517,"12:10 - 1:30 PM","TR","E04",0,"PHY 009AREMOTE TBA","PHY 009A"
"5671",5671,55517,"TBA",NA,"E04",0,"PHY 009AREMASY TBA","PHY 009A"
"5672",5672,55518,"12:10 - 1:30 PM","TR","E05",2,"PHY 009AREMOTE TBA","PHY 009A"
"5673",5673,55518,"3:10 - 4:00 PM","T","E05",2,"PHY 009AREMOTE TBA","PHY 009A"
"5674",5674,55518,"TBA",NA,"E05",2,"PHY 009AREMASY TBA","PHY 009A"
"5675",5675,55519,"12:10 - 1:30 PM","TR","E06",11,"PHY 009AREMOTE TBA","PHY 009A"
"5676",5676,55519,"4:10 - 5:00 PM","T","E06",11,"PHY 009AREMOTE TBA","PHY 009A"
"5677",5677,55519,"TBA",NA,"E06",11,"PHY 009AREMASY TBA","PHY 009A"
"5678",5678,55520,"12:10 - 1:30 PM","TR","E07",17,"PHY 009AREMOTE TBA","PHY 009A"
"5679",5679,55520,"5:10 - 6:00 PM","T","E07",17,"PHY 009AREMOTE TBA","PHY 009A"
"5680",5680,55520,"TBA",NA,"E07",17,"PHY 009AREMASY TBA","PHY 009A"
"5681",5681,55521,"5:10 - 6:00 PM","W","A01",2,"PHY 009CREMOTE TBA","PHY 009C"
"5682",5682,55521,"TBA",NA,"A01",2,"PHY 009CREMASY TBA","PHY 009C"
"5683",5683,55521,"12:10 - 1:00 PM","MWF","A01",2,"PHY 009CREMOTE TBA","PHY 009C"
"5684",5684,55522,"12:10 - 1:00 PM","MWF","A02",2,"PHY 009CREMOTE TBA","PHY 009C"
"5685",5685,55522,"4:10 - 5:00 PM","W","A02",2,"PHY 009CREMOTE TBA","PHY 009C"
"5686",5686,55522,"TBA",NA,"A02",2,"PHY 009CREMASY TBA","PHY 009C"
"5687",5687,55523,"12:10 - 1:00 PM","MWF","A03",3,"PHY 009CREMOTE TBA","PHY 009C"
"5688",5688,55523,"6:10 - 7:00 PM","W","A03",3,"PHY 009CREMOTE TBA","PHY 009C"
"5689",5689,55523,"TBA",NA,"A03",3,"PHY 009CREMASY TBA","PHY 009C"
"5690",5690,55524,"12:10 - 1:00 PM","MWF","A04",2,"PHY 009CREMOTE TBA","PHY 009C"
"5691",5691,55524,"3:10 - 4:00 PM","R","A04",2,"PHY 009CREMOTE TBA","PHY 009C"
"5692",5692,55524,"TBA",NA,"A04",2,"PHY 009CREMASY TBA","PHY 009C"
